run_id,variant,model,prompt_strategy,tier,tier_order,database,question,gold_sql,generated_sql,outcome,correct,executed,silent_failure,error_type,confidence,confidence_bucket,gold_rows,returned_rows,tokens,cost_usd,latency_ms
58,V2,Llama 3.1 8B,few-shot,complex,3,culture_company,Show all director names who have a movie in both year 1999 and 2000.,SELECT director FROM movie WHERE YEAR = 2000 INTERSECT SELECT director FROM movie WHERE YEAR = 1999,SELECT DISTINCT T1.director FROM movie AS T1 JOIN culture_company AS T2 ON T1.movie_id = T2.movie_id WHERE T1.year = 1999 AND T2.movie_id IN (SELECT movie_id FROM movie WHERE YEAR = 2000),Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,1,0,1038,0.000054,10396
59,V3,Llama 3.1 70B,zero-shot,complex,3,culture_company,Show all director names who have a movie in both year 1999 and 2000.,SELECT director FROM movie WHERE YEAR = 2000 INTERSECT SELECT director FROM movie WHERE YEAR = 1999,SELECT Director FROM movie WHERE Year = 1999 INTERSECT SELECT Director FROM movie WHERE Year = 2000,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,382,0.000234,1298
60,V4,Llama 3.1 70B,few-shot,complex,3,culture_company,Show all director names who have a movie in both year 1999 and 2000.,SELECT director FROM movie WHERE YEAR = 2000 INTERSECT SELECT director FROM movie WHERE YEAR = 1999,SELECT Director FROM movie WHERE Year = 1999 INTERSECT SELECT Director FROM movie WHERE Year = 2000,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1010,0.000604,424
61,V1,Llama 3.1 8B,zero-shot,complex,3,device,What is the name of the shop that has the most different kinds of devices in stock?,SELECT T2.Shop_Name FROM stock AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY COUNT(*) DESC LIMIT 1,"SELECT T1.Shop_Name, COUNT(T2.Device_ID) as num_devices FROM shop AS T1 JOIN stock AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_Name ORDER BY num_devices DESC LIMIT 1",Silent failure,0,1,1,wrong_projection,1.0,0.9 to 1.0,1,1,362,0.000020,3321
62,V2,Llama 3.1 8B,few-shot,complex,3,device,What is the name of the shop that has the most different kinds of devices in stock?,SELECT T2.Shop_Name FROM stock AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.shop_name FROM shop AS T1 JOIN stock AS T2 ON T1.shop_id = T2.shop_id GROUP BY T1.shop_id ORDER BY COUNT(DISTINCT T2.device_id) DESC LIMIT 1,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,982,0.000051,10301
63,V3,Llama 3.1 70B,zero-shot,complex,3,device,What is the name of the shop that has the most different kinds of devices in stock?,SELECT T2.Shop_Name FROM stock AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY COUNT(*) DESC LIMIT 1,"SELECT S.Shop_Name FROM shop S JOIN ( SELECT Shop_ID, COUNT(Device_ID) as num_devices FROM stock GROUP BY Shop_ID ) T ON S.Shop_ID = T.Shop_ID ORDER BY T.num_devices DESC LIMIT 1",Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,362,0.000228,1361
64,V4,Llama 3.1 70B,few-shot,complex,3,device,What is the name of the shop that has the most different kinds of devices in stock?,SELECT T2.Shop_Name FROM stock AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.Shop_Name FROM shop AS T1 JOIN stock AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY COUNT(T2.Device_ID) DESC LIMIT 1,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,983,0.000592,2489
65,V1,Llama 3.1 8B,zero-shot,complex,3,document_management,Find the average access count of documents with the least popular structure.,SELECT avg(access_count) FROM documents GROUP BY document_structure_code ORDER BY count(*) ASC LIMIT 1,SELECT AVG(D.access_count) FROM Documents D JOIN Document_Structures DS ON D.document_structure_code = DS.document_structure_code WHERE DS.document_structure_code IN ( SELECT document_structure_code FROM Document_Structures GROUP BY document_structure_code ORDER BY COUNT(DISTINCT document_code) ASC LIMIT 1 ),Loud error,0,0,0,schema_error,0.9,0.9 to 1.0,1,,720,0.000039,6313
66,V2,Llama 3.1 8B,few-shot,complex,3,document_management,Find the average access count of documents with the least popular structure.,SELECT avg(access_count) FROM documents GROUP BY document_structure_code ORDER BY count(*) ASC LIMIT 1,SELECT AVG(access_count) FROM Documents WHERE document_structure_code IN (SELECT document_structure_code FROM Document_Structures GROUP BY document_structure_code ORDER BY COUNT(*) LIMIT 1),Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1315,0.000067,14331
67,V3,Llama 3.1 70B,zero-shot,complex,3,document_management,Find the average access count of documents with the least popular structure.,SELECT avg(access_count) FROM documents GROUP BY document_structure_code ORDER BY count(*) ASC LIMIT 1,SELECT AVG(T1.access_count) FROM Documents T1 JOIN Document_Structures T2 ON T1.document_structure_code = T2.document_structure_code WHERE T2.document_structure_code = ( SELECT document_structure_code FROM Documents GROUP BY document_structure_code ORDER BY COUNT(document_code) LIMIT 1 ),Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,721,0.000443,1777
68,V4,Llama 3.1 70B,few-shot,complex,3,document_management,Find the average access count of documents with the least popular structure.,SELECT avg(access_count) FROM documents GROUP BY document_structure_code ORDER BY count(*) ASC LIMIT 1,SELECT AVG(T1.access_count) FROM Documents AS T1 JOIN Document_Structures AS T2 ON T1.document_structure_code = T2.document_structure_code WHERE T2.document_structure_code = ( SELECT document_structure_code FROM Documents GROUP BY document_structure_code ORDER BY COUNT(*) LIMIT 1 ),Correct,1,1,0,none,0.8,0.7 to 0.9,1,1,1353,0.000815,9880
69,V1,Llama 3.1 8B,zero-shot,complex,3,dog_kennels,Which states have both owners and professionals living there?,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,SELECT DISTINCT T1.state FROM Owners AS T1 INNER JOIN Professionals AS T2 ON T1.state = T2.state,Correct,1,1,0,none,1.0,0.9 to 1.0,3,3,787,0.000041,9453
70,V2,Llama 3.1 8B,few-shot,complex,3,dog_kennels,Which states have both owners and professionals living there?,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,SELECT DISTINCT T1.state FROM Owners AS T1 JOIN Professionals AS T2 ON T1.state = T2.state,Correct,1,1,0,none,0.95,0.9 to 1.0,3,3,1415,0.000072,14653
71,V3,Llama 3.1 70B,zero-shot,complex,3,dog_kennels,Which states have both owners and professionals living there?,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,SELECT DISTINCT o.state FROM Owners o INNER JOIN Professionals p ON o.state = p.state,Correct,1,1,0,none,1.0,0.9 to 1.0,3,3,780,0.000467,451
72,V4,Llama 3.1 70B,few-shot,complex,3,dog_kennels,Which states have both owners and professionals living there?,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,Correct,1,1,0,none,0.9,0.9 to 1.0,3,3,1403,0.000833,6490
73,V1,Llama 3.1 8B,zero-shot,complex,3,epinions_1,Find the name and id of the item with the highest average rating.,"SELECT T1.title , T1.i_id FROM item AS T1 JOIN review AS T2 ON T1.i_id = T2.i_id GROUP BY T2.i_id ORDER BY avg(T2.rating) DESC LIMIT 1","SELECT i.title, i.i_id FROM item i JOIN ( SELECT i.i_id, AVG(r.rating) as avg_rating FROM review r JOIN item i ON r.i_id = i.i_id GROUP BY i.i_id ) AS avg_ratings ON i.i_id = avg_ratings.i_id ORDER BY avg_ratings.avg_rating DESC LIMIT 1",Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,455,0.000026,584
74,V2,Llama 3.1 8B,few-shot,complex,3,epinions_1,Find the name and id of the item with the highest average rating.,"SELECT T1.title , T1.i_id FROM item AS T1 JOIN review AS T2 ON T1.i_id = T2.i_id GROUP BY T2.i_id ORDER BY avg(T2.rating) DESC LIMIT 1","SELECT T1.title, T1.i_id FROM item AS T1 JOIN review AS T2 ON T1.i_id = T2.i_id GROUP BY T1.i_id ORDER BY AVG(T2.rating) DESC LIMIT 1",Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1055,0.000055,9343
75,V3,Llama 3.1 70B,zero-shot,complex,3,epinions_1,Find the name and id of the item with the highest average rating.,"SELECT T1.title , T1.i_id FROM item AS T1 JOIN review AS T2 ON T1.i_id = T2.i_id GROUP BY T2.i_id ORDER BY avg(T2.rating) DESC LIMIT 1","SELECT i.title, i.i_id FROM item i JOIN review r ON i.i_id = r.i_id GROUP BY i.i_id, i.title ORDER BY AVG(r.rating) DESC LIMIT 1",Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,421,0.000260,530
76,V4,Llama 3.1 70B,few-shot,complex,3,epinions_1,Find the name and id of the item with the highest average rating.,"SELECT T1.title , T1.i_id FROM item AS T1 JOIN review AS T2 ON T1.i_id = T2.i_id GROUP BY T2.i_id ORDER BY avg(T2.rating) DESC LIMIT 1","SELECT T1.title, T1.i_id FROM item AS T1 JOIN review AS T2 ON T1.i_id = T2.i_id GROUP BY T1.i_id ORDER BY AVG(T2.rating) DESC LIMIT 1",Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1055,0.000635,4351
77,V1,Llama 3.1 8B,zero-shot,complex,3,film_rank,List the name of film studio that have the most number of films.,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Studio, COUNT(*) as num_films FROM film GROUP BY Studio ORDER BY num_films DESC LIMIT 1",Silent failure,0,1,1,wrong_projection,1.0,0.9 to 1.0,1,1,335,0.000018,4087
78,V2,Llama 3.1 8B,few-shot,complex,3,film_rank,List the name of film studio that have the most number of films.,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(*) DESC LIMIT 1,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(Film_ID) DESC LIMIT 1,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,958,0.000049,9313
79,V3,Llama 3.1 70B,zero-shot,complex,3,film_rank,List the name of film studio that have the most number of films.,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(*) DESC LIMIT 1,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(Film_ID) DESC LIMIT 1,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,330,0.000202,348
80,V4,Llama 3.1 70B,few-shot,complex,3,film_rank,List the name of film studio that have the most number of films.,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(*) DESC LIMIT 1,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(Film_ID) DESC LIMIT 1,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,958,0.000572,4328
81,V1,Llama 3.1 8B,zero-shot,complex,3,flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid = T1.Airline WHERE T2.City = ""Aberdeen"" AND T3.Airline = ""United Airlines""",SELECT COUNT(f.FlightNo) FROM flights f JOIN airports d ON f.DestAirport = d.AirportCode JOIN airlines a ON f.Airline = a.uid WHERE a.Airline = 'United Airlines' AND d.City = 'Aberdeen',Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,346,0.000019,3310
82,V2,Llama 3.1 8B,few-shot,complex,3,flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid = T1.Airline WHERE T2.City = ""Aberdeen"" AND T3.Airline = ""United Airlines""",SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode JOIN airlines AS T3 ON T1.Airline = T3.uid WHERE T3.Airline = 'United Airlines' AND T2.AirportName = 'Aberdeen',Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,985,0.000052,10511
83,V3,Llama 3.1 70B,zero-shot,complex,3,flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid = T1.Airline WHERE T2.City = ""Aberdeen"" AND T3.Airline = ""United Airlines""",SELECT COUNT(f.FlightNo) FROM flights f JOIN airlines a ON f.Airline = a.uid JOIN airports ap ON f.DestAirport = ap.AirportCode WHERE a.Airline = 'United Airlines' AND ap.City = 'Aberdeen',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,346,0.000219,343
84,V4,Llama 3.1 70B,few-shot,complex,3,flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid = T1.Airline WHERE T2.City = ""Aberdeen"" AND T3.Airline = ""United Airlines""",SELECT COUNT(T2.FlightNo) FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T1.Airline = 'United Airlines' AND T2.DestAirport = 'ABZ',Correct,1,1,0,none,0.8,0.7 to 0.9,1,1,974,0.000588,5506
85,V1,Llama 3.1 8B,zero-shot,complex,3,flight_4,"For the airline ids with the top 10 most routes operated, what are their names?","SELECT T1.name , T2.alid FROM airlines AS T1 JOIN routes AS T2 ON T1.alid = T2.alid GROUP BY T2.alid ORDER BY count(*) DESC LIMIT 10",SELECT name FROM airlines WHERE alid IN ( SELECT alid FROM routes GROUP BY alid ORDER BY COUNT(*) DESC LIMIT 10 ),Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,10,10,708,0.000037,380
86,V2,Llama 3.1 8B,few-shot,complex,3,flight_4,"For the airline ids with the top 10 most routes operated, what are their names?","SELECT T1.name , T2.alid FROM airlines AS T1 JOIN routes AS T2 ON T1.alid = T2.alid GROUP BY T2.alid ORDER BY count(*) DESC LIMIT 10",SELECT name FROM airlines WHERE alid IN (SELECT alid FROM routes GROUP BY alid ORDER BY COUNT(*) DESC LIMIT 10),Silent failure,0,1,1,wrong_filter,0.95,0.9 to 1.0,10,10,1328,0.000068,13405
87,V3,Llama 3.1 70B,zero-shot,complex,3,flight_4,"For the airline ids with the top 10 most routes operated, what are their names?","SELECT T1.name , T2.alid FROM airlines AS T1 JOIN routes AS T2 ON T1.alid = T2.alid GROUP BY T2.alid ORDER BY count(*) DESC LIMIT 10","SELECT T1.name FROM airlines AS T1 JOIN routes AS T2 ON T1.alid = T2.alid GROUP BY T1.alid, T1.name ORDER BY COUNT(T2.rid) DESC LIMIT 10",Silent failure,0,1,1,wrong_aggregation,0.9,0.9 to 1.0,10,10,722,0.000439,454
88,V4,Llama 3.1 70B,few-shot,complex,3,flight_4,"For the airline ids with the top 10 most routes operated, what are their names?","SELECT T1.name , T2.alid FROM airlines AS T1 JOIN routes AS T2 ON T1.alid = T2.alid GROUP BY T2.alid ORDER BY count(*) DESC LIMIT 10",SELECT T1.name FROM airlines AS T1 JOIN routes AS T2 ON T1.alid = T2.alid GROUP BY T1.alid ORDER BY COUNT(T2.rid) DESC LIMIT 10,Silent failure,0,1,1,wrong_projection,0.9,0.9 to 1.0,10,10,1344,0.000804,6989
89,V1,Llama 3.1 8B,zero-shot,complex,3,flight_company,How many airports haven't the pilot 'Thompson' driven an aircraft?,SELECT count(*) FROM airport WHERE id NOT IN ( SELECT airport_id FROM flight WHERE pilot = 'Thompson' );,SELECT COUNT(*) FROM airport WHERE id NOT IN ( SELECT airport_id FROM flight WHERE Pilot = 'Thompson' ),Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,353,0.000019,4248
90,V2,Llama 3.1 8B,few-shot,complex,3,flight_company,How many airports haven't the pilot 'Thompson' driven an aircraft?,SELECT count(*) FROM airport WHERE id NOT IN ( SELECT airport_id FROM flight WHERE pilot = 'Thompson' );,SELECT COUNT(*) FROM airport WHERE id NOT IN (SELECT airport_id FROM flight WHERE pilot = 'Thompson'),Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,977,0.000050,9339
91,V3,Llama 3.1 70B,zero-shot,complex,3,flight_company,How many airports haven't the pilot 'Thompson' driven an aircraft?,SELECT count(*) FROM airport WHERE id NOT IN ( SELECT airport_id FROM flight WHERE pilot = 'Thompson' );,SELECT COUNT(DISTINCT T1.id) FROM airport AS T1 WHERE T1.id NOT IN ( SELECT T2.airport_id FROM flight AS T2 WHERE T2.Pilot = 'Thompson' ),Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,373,0.000233,520
92,V4,Llama 3.1 70B,few-shot,complex,3,flight_company,How many airports haven't the pilot 'Thompson' driven an aircraft?,SELECT count(*) FROM airport WHERE id NOT IN ( SELECT airport_id FROM flight WHERE pilot = 'Thompson' );,SELECT COUNT(T1.id) FROM airport AS T1 LEFT JOIN flight AS T2 ON T1.id = T2.airport_id WHERE T2.Pilot != 'Thompson' OR T2.Pilot IS NULL,Silent failure,0,1,1,wrong_filter,0.8,0.7 to 0.9,1,1,1000,0.000602,5511
93,V1,Llama 3.1 8B,zero-shot,complex,3,formula_1,What is the id and first name of all the drivers who participated in the Australian Grand Prix and the Chinese Grand Prix?,"SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Australian Grand Prix"" INTERSECT SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Chinese Grand Prix""","SELECT D.driverId, D.forename FROM drivers D JOIN results R ON D.driverId = R.driverId JOIN races RC ON R.raceId = RC.raceId WHERE RC.name IN ('Australian Grand Prix', 'Chinese Grand Prix')",Silent failure,0,1,1,wrong_join,1.0,0.9 to 1.0,73,1092,1245,0.000064,12345
94,V1,Llama 3.1 8B,zero-shot,complex,3,formula_1,Find the id and location of circuits that belong to France or Belgium?,"SELECT circuitid , LOCATION FROM circuits WHERE country = ""France"" OR country = ""Belgium""","SELECT circuitId, location FROM circuits WHERE country IN ('France', 'Belgium')",Correct,1,1,0,none,1.0,0.9 to 1.0,10,10,1199,0.000061,11684
95,V2,Llama 3.1 8B,few-shot,complex,3,formula_1,What is the id and first name of all the drivers who participated in the Australian Grand Prix and the Chinese Grand Prix?,"SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Australian Grand Prix"" INTERSECT SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Chinese Grand Prix""","SELECT T1.driverId, T1.forename FROM drivers AS T1 JOIN results AS T2 ON T1.driverId = T2.driverId WHERE T2.raceId IN (SELECT raceId FROM races WHERE name = 'Australian Grand Prix') OR T2.raceId IN (SELECT raceId FROM races WHERE name = 'Chinese Grand Prix')",Silent failure,0,1,1,wrong_join,0.95,0.9 to 1.0,73,1092,1896,0.000097,18518
96,V2,Llama 3.1 8B,few-shot,complex,3,formula_1,Find the id and location of circuits that belong to France or Belgium?,"SELECT circuitid , LOCATION FROM circuits WHERE country = ""France"" OR country = ""Belgium""","SELECT circuitId, location FROM circuits WHERE country IN ('France', 'Belgium')",Correct,1,1,0,none,0.95,0.9 to 1.0,10,10,1831,0.000092,18398
97,V3,Llama 3.1 70B,zero-shot,complex,3,formula_1,Find the id and location of circuits that belong to France or Belgium?,"SELECT circuitid , LOCATION FROM circuits WHERE country = ""France"" OR country = ""Belgium""","SELECT circuitId, location FROM circuits WHERE country IN ('France', 'Belgium')",Correct,1,1,0,none,1.0,0.9 to 1.0,10,10,1201,0.000715,5384
98,V3,Llama 3.1 70B,zero-shot,complex,3,formula_1,What is the id and first name of all the drivers who participated in the Australian Grand Prix and the Chinese Grand Prix?,"SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Australian Grand Prix"" INTERSECT SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Chinese Grand Prix""","SELECT DISTINCT T1.driverId, T1.forename FROM drivers AS T1 JOIN results AS T2 ON T1.driverId = T2.driverId JOIN races AS T3 ON T2.raceId = T3.raceId WHERE T3.name IN ('Australian Grand Prix', 'Chinese Grand Prix')",Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,73,182,1259,0.000759,6596
99,V4,Llama 3.1 70B,few-shot,complex,3,formula_1,What is the id and first name of all the drivers who participated in the Australian Grand Prix and the Chinese Grand Prix?,"SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Australian Grand Prix"" INTERSECT SELECT T2.driverid , T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = ""Chinese Grand Prix""","SELECT DISTINCT T1.driverId, T1.forename FROM drivers AS T1 JOIN results AS T2 ON T1.driverId = T2.driverId JOIN races AS T3 ON T2.raceId = T3.raceId WHERE T3.name IN ('Australian Grand Prix', 'Chinese Grand Prix')",Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,73,182,1891,0.001132,9730
